AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
23-04-2002,Afternoon,Wyoming,Clear,Fine,1,Distracted Driving
03-02-2019,Night,Vermont,Foggy,Fine,7,Drunk Driving
22-08-2005,Evening,Alaska,Rainy,Under Construction,10,Road Conditions
29-05-2017,Night,Michigan,Clear,Fine,7,Speeding
14-11-2009,Morning,Wisconsin,Clear,Fine,10,Mechanical Failure
11-08-2019,Night,Wyoming,Rainy,Rough,4,Poor Visibility
09-10-2010,Evening,Pennsylvania,Rainy,Rough,2,Poor Visibility
23-12-2013,Night,Washington,Rainy,Under Construction,5,Road Conditions
16-04-2012,Evening,Georgia,Foggy,Under Construction,5,Road Conditions
16-07-2015,Afternoon,Illinois,Clear,Under Construction,7,Poor Visibility
20-07-2004,Afternoon,South Carolina,Rainy,Fine,10,Speeding
02-07-2007,Night,California,Rainy,Under Construction,4,Speeding
29-04-2019,Night,Georgia,Rainy,Rough,6,Distracted Driving
20-08-2008,Night,Nevada,Clear,Under Construction,8,Drunk Driving
29-06-2020,Afternoon,New York,Clear,Rough,8,Driver Fatigue
10-12-2015,Evening,Iowa,Clear,Fine,9,Driver Fatigue
31-08-2014,Morning,California,Foggy,Fine,2,Speeding
23-08-2010,Morning,Texas,Clear,Under Construction,3,Reckless Driving
07-08-2005,Night,Wisconsin,Foggy,Fine,3,Speeding
31-10-2009,Evening,Iowa,Clear,Fine,3,Driver Fatigue
20-04-2008,Afternoon,Florida,Rainy,Under Construction,6,Driver Fatigue
05-09-2009,Afternoon,Montana,Clear,Fine,7,Distracted Driving
11-03-2017,Morning,West Virginia,Rainy,Under Construction,0,Distracted Driving
09-07-2011,Morning,Virginia,Rainy,Under Construction,3,Distracted Driving
23-04-2016,Morning,New Mexico,Clear,Fine,8,Reckless Driving
11-08-2012,Night,West Virginia,Rainy,Fine,2,Poor Visibility
14-09-2019,Evening,New Jersey,Clear,Fine,8,Poor Visibility
01-07-2000,Night,Vermont,Clear,Fine,8,Weather Conditions
17-09-2005,Afternoon,Washington,Rainy,Fine,9,Weather Conditions
31-05-2007,Evening,Michigan,Foggy,Fine,0,Driver Fatigue
06-12-2017,Evening,New York,Foggy,Rough,7,Speeding
03-09-2012,Night,Wyoming,Rainy,Under Construction,3,Weather Conditions
15-09-2021,Afternoon,Arizona,Clear,Fine,5,Reckless Driving
14-11-2005,Afternoon,Colorado,Foggy,Fine,7,Distracted Driving
31-10-2017,Morning,Colorado,Clear,Fine,2,Driver Fatigue
17-12-2021,Night,Wyoming,Rainy,Fine,10,Reckless Driving
30-05-2015,Morning,Virginia,Rainy,Fine,5,Mechanical Failure
12-06-2017,Night,Louisiana,Foggy,Fine,6,Drunk Driving
04-08-2021,Morning,Virginia,Clear,Rough,3,Mechanical Failure
10-12-2002,Night,Illinois,Foggy,Fine,0,Distracted Driving
03-10-2011,Afternoon,West Virginia,Clear,Fine,10,Drunk Driving
09-05-2021,Night,Georgia,Clear,Under Construction,2,Poor Visibility
02-07-2004,Afternoon,Wyoming,Rainy,Fine,8,Distracted Driving
06-09-2007,Afternoon,Montana,Clear,Fine,2,Distracted Driving
24-02-2007,Night,Montana,Clear,Under Construction,3,Speeding
30-11-2006,Afternoon,Alaska,Foggy,Under Construction,3,Weather Conditions
09-09-2011,Night,North Carolina,Clear,Fine,3,Drunk Driving
11-06-2023,Afternoon,Virginia,Clear,Under Construction,5,Distracted Driving
16-01-2009,Morning,Georgia,Foggy,Under Construction,0,Speeding
09-04-2015,Night,Iowa,Foggy,Under Construction,2,Mechanical Failure
02-05-2010,Evening,New York,Foggy,Rough,8,Driver Fatigue
02-01-2008,Afternoon,Pennsylvania,Rainy,Fine,5,Reckless Driving
22-08-2006,Night,Alaska,Clear,Under Construction,4,Drunk Driving
12-12-2015,Night,Montana,Clear,Under Construction,9,Driver Fatigue
19-06-2014,Evening,New Mexico,Clear,Fine,8,Driver Fatigue
26-03-2011,Night,Vermont,Foggy,Rough,5,Distracted Driving
30-01-2014,Afternoon,Alaska,Rainy,Under Construction,7,Weather Conditions
23-11-2015,Morning,Montana,Clear,Under Construction,1,Speeding
02-08-2009,Evening,New Mexico,Rainy,Under Construction,2,Poor Visibility
22-05-2012,Night,Wyoming,Rainy,Fine,6,Mechanical Failure
06-11-2001,Afternoon,South Carolina,Clear,Under Construction,6,Reckless Driving
14-11-2013,Morning,Virginia,Clear,Under Construction,6,Mechanical Failure
07-02-2005,Morning,Indiana,Foggy,Under Construction,6,Driver Fatigue
28-06-2008,Night,Iowa,Rainy,Under Construction,0,Reckless Driving
21-06-2007,Night,Texas,Foggy,Fine,5,Distracted Driving
21-02-2013,Night,West Virginia,Foggy,Fine,6,Poor Visibility
03-07-2020,Night,Wyoming,Foggy,Under Construction,9,Mechanical Failure
26-11-2021,Afternoon,Vermont,Clear,Under Construction,1,Weather Conditions
23-05-2019,Evening,Florida,Clear,Fine,7,Mechanical Failure
06-04-2000,Evening,Colorado,Rainy,Under Construction,9,Road Conditions
23-12-2018,Morning,West Virginia,Foggy,Rough,10,Road Conditions
18-02-2006,Night,Colorado,Foggy,Rough,5,Drunk Driving
15-02-2018,Morning,Iowa,Rainy,Under Construction,6,Poor Visibility
29-05-2020,Night,Colorado,Foggy,Rough,6,Poor Visibility
07-09-2018,Night,South Carolina,Clear,Fine,8,Driver Fatigue
07-10-2018,Night,Alaska,Rainy,Under Construction,0,Mechanical Failure
18-08-2020,Morning,South Carolina,Foggy,Fine,7,Poor Visibility
16-07-2012,Evening,Iowa,Rainy,Rough,4,Distracted Driving
25-10-2009,Night,Indiana,Clear,Fine,9,Speeding
11-11-2004,Night,Wyoming,Rainy,Rough,8,Poor Visibility
26-12-2011,Evening,Indiana,Foggy,Under Construction,4,Mechanical Failure
20-05-2020,Afternoon,Arizona,Foggy,Fine,1,Reckless Driving
12-07-2022,Night,Wyoming,Clear,Under Construction,8,Reckless Driving
31-07-2007,Morning,West Virginia,Rainy,Fine,4,Distracted Driving
21-03-2023,Morning,North Carolina,Foggy,Fine,10,Drunk Driving
30-07-2018,Night,Illinois,Clear,Rough,1,Road Conditions
01-07-2011,Morning,Georgia,Foggy,Under Construction,7,Reckless Driving
28-03-2009,Afternoon,Texas,Rainy,Fine,1,Distracted Driving
29-10-2023,Afternoon,Colorado,Rainy,Rough,7,Speeding
13-01-2011,Evening,Arizona,Clear,Fine,2,Mechanical Failure
18-02-2011,Night,Ohio,Foggy,Under Construction,9,Driver Fatigue
06-03-2006,Night,Texas,Foggy,Fine,4,Distracted Driving
13-03-2018,Morning,Michigan,Rainy,Fine,0,Drunk Driving
08-03-2004,Morning,Ohio,Clear,Fine,3,Poor Visibility
14-12-2017,Night,Wisconsin,Foggy,Rough,10,Distracted Driving
07-08-2021,Afternoon,North Carolina,Clear,Rough,4,Poor Visibility
22-08-2016,Night,South Carolina,Clear,Under Construction,10,Driver Fatigue
17-04-2023,Afternoon,Virginia,Foggy,Rough,6,Distracted Driving
13-09-2023,Night,Arizona,Rainy,Under Construction,0,Drunk Driving
31-08-2005,Night,Louisiana,Rainy,Rough,0,Poor Visibility
12-05-2008,Morning,Florida,Foggy,Under Construction,2,Poor Visibility
23-09-2005,Morning,Minnesota,Foggy,Under Construction,2,Weather Conditions
21-06-2017,Night,New Jersey,Rainy,Under Construction,10,Mechanical Failure
23-01-2000,Morning,Wyoming,Foggy,Fine,1,Reckless Driving
16-11-2005,Afternoon,West Virginia,Rainy,Under Construction,0,Distracted Driving
13-03-2019,Night,Michigan,Clear,Under Construction,3,Speeding
07-11-2012,Morning,Arizona,Rainy,Under Construction,10,Poor Visibility
20-05-2017,Night,Iowa,Clear,Fine,5,Driver Fatigue
13-02-2019,Morning,Texas,Clear,Fine,5,Drunk Driving
18-01-2019,Afternoon,Virginia,Clear,Fine,7,Driver Fatigue
24-05-2009,Morning,Texas,Rainy,Fine,9,Poor Visibility
26-10-2003,Night,Georgia,Foggy,Under Construction,10,Road Conditions
01-01-2015,Evening,New York,Clear,Rough,1,Poor Visibility
27-12-2002,Evening,Virginia,Rainy,Rough,4,Road Conditions
02-03-2023,Evening,New Mexico,Clear,Fine,6,Road Conditions
19-02-2018,Afternoon,Arizona,Rainy,Under Construction,0,Poor Visibility
31-07-2013,Morning,Texas,Rainy,Fine,6,Distracted Driving
16-08-2005,Morning,Pennsylvania,Foggy,Rough,10,Mechanical Failure
24-11-2015,Night,Iowa,Rainy,Rough,8,Distracted Driving
19-10-2002,Morning,New York,Clear,Rough,4,Drunk Driving
01-11-2009,Night,Illinois,Foggy,Rough,6,Speeding
23-02-2012,Morning,South Carolina,Clear,Under Construction,8,Road Conditions
09-02-2018,Morning,Michigan,Clear,Under Construction,3,Mechanical Failure
28-08-2017,Afternoon,Pennsylvania,Clear,Fine,6,Driver Fatigue
19-09-2019,Evening,Florida,Clear,Fine,10,Speeding
10-12-2016,Evening,California,Clear,Rough,8,Driver Fatigue
08-09-2011,Afternoon,Louisiana,Rainy,Fine,7,Poor Visibility
22-05-2016,Night,Colorado,Clear,Rough,5,Road Conditions
22-06-2011,Night,Virginia,Foggy,Fine,3,Driver Fatigue
30-01-2004,Morning,Illinois,Foggy,Fine,5,Distracted Driving
09-10-2008,Evening,Texas,Rainy,Under Construction,10,Poor Visibility
21-10-2015,Morning,Louisiana,Clear,Under Construction,5,Weather Conditions
02-10-2010,Morning,California,Clear,Fine,3,Drunk Driving
20-04-2002,Night,Florida,Rainy,Rough,7,Speeding
27-04-2001,Morning,Indiana,Clear,Rough,10,Speeding
28-08-2000,Evening,Wisconsin,Clear,Fine,0,Poor Visibility
07-05-2014,Night,Wisconsin,Foggy,Rough,1,Weather Conditions
22-03-2000,Night,North Carolina,Rainy,Rough,4,Distracted Driving
25-06-2014,Night,Vermont,Foggy,Fine,3,Poor Visibility
24-03-2003,Afternoon,Pennsylvania,Foggy,Fine,2,Reckless Driving
26-10-2016,Afternoon,Wisconsin,Foggy,Fine,0,Driver Fatigue
13-08-2001,Morning,Illinois,Rainy,Under Construction,0,Speeding
18-07-2005,Night,Pennsylvania,Clear,Rough,10,Weather Conditions
09-05-2008,Morning,New York,Rainy,Rough,4,Speeding
10-05-2020,Night,Louisiana,Foggy,Fine,5,Speeding
20-12-2009,Evening,North Carolina,Foggy,Rough,10,Distracted Driving
28-06-2018,Morning,Florida,Foggy,Rough,4,Distracted Driving
24-05-2019,Night,Ohio,Clear,Fine,6,Distracted Driving
21-05-2011,Evening,Arizona,Foggy,Fine,2,Weather Conditions
28-04-2016,Night,California,Foggy,Under Construction,6,Drunk Driving
02-06-2023,Morning,Iowa,Clear,Fine,2,Reckless Driving
10-08-2008,Afternoon,Wisconsin,Rainy,Fine,3,Distracted Driving
24-02-2016,Morning,Vermont,Rainy,Fine,4,Mechanical Failure
15-04-2023,Afternoon,Colorado,Rainy,Fine,7,Road Conditions
02-07-2015,Evening,Washington,Clear,Rough,4,Weather Conditions
16-10-2008,Afternoon,Arizona,Rainy,Rough,4,Speeding
21-11-2011,Afternoon,Vermont,Foggy,Under Construction,4,Speeding
23-08-2023,Afternoon,Texas,Clear,Fine,2,Speeding
11-05-2020,Afternoon,Indiana,Foggy,Rough,1,Distracted Driving
29-03-2006,Evening,Washington,Rainy,Rough,7,Poor Visibility
15-01-2009,Morning,Nevada,Clear,Fine,9,Weather Conditions
22-06-2016,Night,California,Rainy,Fine,6,Weather Conditions
04-01-2002,Night,Vermont,Clear,Rough,1,Road Conditions
25-03-2016,Morning,Texas,Clear,Fine,8,Reckless Driving
21-01-2003,Night,Minnesota,Foggy,Under Construction,7,Road Conditions
10-06-2016,Evening,Colorado,Rainy,Under Construction,10,Speeding
22-12-2001,Night,New Mexico,Clear,Fine,10,Reckless Driving
12-12-2011,Evening,Texas,Foggy,Rough,7,Distracted Driving
23-12-2006,Morning,Wisconsin,Foggy,Fine,0,Drunk Driving
02-10-2001,Night,Alaska,Clear,Fine,8,Drunk Driving
08-09-2007,Morning,Ohio,Rainy,Fine,6,Poor Visibility
22-03-2007,Evening,Florida,Rainy,Under Construction,6,Reckless Driving
17-05-2018,Night,Alaska,Clear,Under Construction,2,Distracted Driving
25-12-2008,Afternoon,Alaska,Foggy,Rough,9,Drunk Driving
03-04-2015,Night,New Mexico,Foggy,Rough,3,Poor Visibility
09-09-2022,Morning,Indiana,Clear,Fine,4,Reckless Driving
13-03-2008,Afternoon,Michigan,Clear,Fine,0,Driver Fatigue
03-11-2003,Evening,Minnesota,Rainy,Under Construction,7,Reckless Driving
11-06-2002,Afternoon,Wyoming,Rainy,Under Construction,4,Weather Conditions
16-04-2011,Night,California,Clear,Rough,4,Drunk Driving
27-09-2011,Night,Vermont,Foggy,Under Construction,10,Weather Conditions
23-10-2006,Afternoon,Michigan,Clear,Under Construction,1,Road Conditions
29-11-2011,Afternoon,West Virginia,Clear,Under Construction,6,Mechanical Failure
24-10-2018,Morning,South Carolina,Foggy,Under Construction,5,Speeding
09-10-2020,Night,Wyoming,Foggy,Fine,8,Distracted Driving
14-03-2001,Afternoon,South Carolina,Clear,Under Construction,8,Road Conditions
20-02-2010,Morning,Ohio,Clear,Fine,2,Weather Conditions
12-06-2015,Night,New York,Clear,Fine,6,Road Conditions
11-05-2005,Morning,Texas,Rainy,Under Construction,9,Road Conditions
12-06-2018,Morning,North Carolina,Rainy,Fine,6,Driver Fatigue
30-03-2012,Night,Nevada,Rainy,Fine,0,Mechanical Failure
20-10-2010,Night,Wisconsin,Clear,Fine,8,Distracted Driving
13-08-2011,Night,Alaska,Clear,Rough,6,Driver Fatigue
13-08-2007,Afternoon,Wisconsin,Rainy,Under Construction,2,Drunk Driving
06-11-2002,Afternoon,Texas,Rainy,Fine,7,Weather Conditions
28-07-2009,Afternoon,Iowa,Rainy,Rough,5,Mechanical Failure
27-01-2020,Morning,North Carolina,Rainy,Rough,1,Weather Conditions
15-05-2017,Afternoon,South Carolina,Rainy,Fine,7,Mechanical Failure
01-06-2005,Morning,Alaska,Clear,Under Construction,9,Driver Fatigue
08-09-2015,Night,Arizona,Clear,Rough,6,Reckless Driving
03-07-2009,Night,Arizona,Clear,Fine,5,Weather Conditions
24-12-2017,Afternoon,West Virginia,Foggy,Under Construction,6,Weather Conditions
01-01-2015,Morning,Arizona,Foggy,Rough,0,Weather Conditions
05-11-2004,Afternoon,Alaska,Clear,Rough,10,Mechanical Failure
25-03-2000,Night,Ohio,Clear,Under Construction,1,Driver Fatigue
10-07-2009,Morning,Georgia,Foggy,Rough,0,Drunk Driving
22-10-2020,Night,Virginia,Foggy,Fine,8,Driver Fatigue
06-11-2011,Afternoon,Illinois,Foggy,Fine,9,Weather Conditions
23-01-2012,Morning,New Jersey,Foggy,Under Construction,0,Mechanical Failure
27-11-2000,Evening,Florida,Rainy,Fine,8,Weather Conditions
24-04-2013,Evening,California,Foggy,Rough,7,Road Conditions
21-03-2007,Night,Minnesota,Foggy,Rough,7,Reckless Driving
18-09-2015,Afternoon,Nevada,Foggy,Under Construction,6,Reckless Driving
12-08-2001,Afternoon,Colorado,Foggy,Under Construction,0,Reckless Driving
19-06-2011,Afternoon,Texas,Rainy,Fine,5,Reckless Driving
04-07-2005,Morning,Minnesota,Foggy,Rough,4,Reckless Driving
24-09-2013,Evening,California,Clear,Fine,5,Road Conditions
21-05-2023,Night,Wyoming,Rainy,Under Construction,1,Road Conditions
24-10-2020,Morning,Ohio,Foggy,Fine,5,Drunk Driving
07-02-2021,Evening,California,Rainy,Rough,5,Reckless Driving
31-10-2021,Night,Michigan,Foggy,Rough,7,Speeding
07-11-2014,Afternoon,Ohio,Clear,Fine,5,Speeding
02-05-2020,Morning,Florida,Clear,Under Construction,1,Road Conditions
18-08-2019,Evening,Louisiana,Rainy,Rough,4,Weather Conditions
16-07-2021,Night,South Carolina,Rainy,Rough,1,Mechanical Failure
12-02-2007,Morning,Vermont,Clear,Rough,9,Poor Visibility
15-12-2005,Evening,Nevada,Rainy,Fine,9,Distracted Driving
28-03-2003,Night,Wyoming,Foggy,Under Construction,6,Mechanical Failure
17-02-2001,Morning,Montana,Clear,Under Construction,10,Reckless Driving
02-12-2014,Morning,Ohio,Foggy,Rough,9,Weather Conditions
07-10-2003,Afternoon,Minnesota,Clear,Rough,9,Weather Conditions
18-12-2008,Afternoon,Michigan,Foggy,Fine,2,Reckless Driving
25-02-2014,Morning,South Carolina,Clear,Fine,5,Poor Visibility
03-05-2009,Night,Montana,Clear,Under Construction,4,Weather Conditions
04-04-2006,Night,Vermont,Foggy,Under Construction,6,Road Conditions
04-09-2019,Evening,Minnesota,Foggy,Fine,2,Road Conditions
04-05-2015,Morning,Ohio,Clear,Fine,8,Weather Conditions
26-01-2005,Evening,Pennsylvania,Clear,Fine,5,Distracted Driving
10-03-2008,Afternoon,Wisconsin,Foggy,Rough,2,Driver Fatigue
25-03-2011,Afternoon,West Virginia,Rainy,Fine,8,Mechanical Failure
23-07-2003,Night,Georgia,Rainy,Under Construction,8,Road Conditions
18-12-2022,Night,Alaska,Rainy,Under Construction,3,Speeding
19-07-2009,Morning,Indiana,Clear,Rough,7,Reckless Driving
25-09-2012,Night,New Jersey,Foggy,Rough,2,Reckless Driving
10-08-2021,Night,North Carolina,Foggy,Under Construction,9,Road Conditions
14-02-2011,Morning,Iowa,Foggy,Fine,1,Speeding
13-07-2010,Morning,Minnesota,Foggy,Fine,0,Driver Fatigue
05-03-2000,Evening,California,Foggy,Fine,0,Distracted Driving
09-04-2011,Night,New Mexico,Rainy,Rough,10,Mechanical Failure
09-04-2013,Night,Iowa,Rainy,Under Construction,2,Drunk Driving
22-12-2013,Night,Wisconsin,Clear,Under Construction,2,Road Conditions
01-12-2016,Night,Florida,Foggy,Under Construction,6,Distracted Driving
20-10-2014,Evening,Virginia,Rainy,Under Construction,3,Weather Conditions
18-10-2022,Night,New Jersey,Rainy,Under Construction,0,Road Conditions
12-09-2006,Night,Montana,Clear,Fine,9,Weather Conditions
22-03-2019,Morning,Florida,Rainy,Fine,0,Distracted Driving
03-07-2005,Night,Arizona,Rainy,Rough,3,Driver Fatigue
31-08-2021,Afternoon,New York,Rainy,Under Construction,6,Mechanical Failure
28-05-2007,Afternoon,Indiana,Foggy,Fine,7,Poor Visibility
20-03-2006,Afternoon,Wyoming,Clear,Under Construction,1,Weather Conditions
03-05-2019,Afternoon,Michigan,Foggy,Under Construction,6,Speeding
01-08-2007,Afternoon,Alaska,Rainy,Under Construction,2,Mechanical Failure
19-07-2013,Afternoon,Alaska,Rainy,Rough,9,Speeding
22-02-2003,Morning,Illinois,Rainy,Fine,1,Drunk Driving
01-09-2015,Evening,Vermont,Rainy,Fine,2,Speeding
12-08-2022,Night,West Virginia,Rainy,Fine,4,Drunk Driving
01-05-2007,Afternoon,New Mexico,Rainy,Under Construction,0,Speeding
22-04-2006,Afternoon,California,Rainy,Fine,5,Road Conditions
13-01-2010,Night,Arizona,Foggy,Under Construction,2,Distracted Driving
18-08-2019,Morning,Washington,Foggy,Under Construction,9,Distracted Driving
19-07-2011,Morning,Minnesota,Rainy,Under Construction,10,Drunk Driving
22-08-2011,Night,South Carolina,Clear,Rough,0,Road Conditions
11-03-2005,Night,New York,Clear,Fine,0,Road Conditions
10-06-2018,Night,Illinois,Foggy,Fine,2,Speeding
02-01-2018,Morning,Louisiana,Foggy,Rough,4,Driver Fatigue
23-03-2007,Morning,Florida,Rainy,Fine,1,Speeding
24-01-2013,Night,South Carolina,Foggy,Rough,7,Road Conditions
03-08-2020,Evening,New Jersey,Clear,Under Construction,4,Driver Fatigue
17-04-2006,Night,Iowa,Clear,Under Construction,0,Weather Conditions
27-04-2006,Night,California,Clear,Rough,1,Drunk Driving
05-07-2009,Evening,Georgia,Clear,Rough,9,Distracted Driving
14-07-2002,Morning,Ohio,Clear,Fine,3,Weather Conditions
13-01-2021,Morning,New York,Rainy,Rough,4,Poor Visibility
20-11-2000,Night,Virginia,Foggy,Under Construction,6,Road Conditions
03-03-2021,Night,Ohio,Clear,Fine,9,Driver Fatigue
13-07-2014,Afternoon,Indiana,Foggy,Rough,3,Driver Fatigue
22-06-2010,Morning,Texas,Foggy,Rough,8,Distracted Driving
19-01-2009,Morning,Vermont,Rainy,Rough,9,Drunk Driving
06-08-2008,Morning,Nevada,Foggy,Rough,7,Weather Conditions
21-08-2021,Afternoon,Florida,Clear,Rough,2,Poor Visibility
23-09-2003,Morning,Illinois,Foggy,Rough,8,Speeding
05-05-2003,Morning,Minnesota,Rainy,Under Construction,7,Reckless Driving
13-09-2003,Morning,Michigan,Rainy,Fine,1,Driver Fatigue
19-11-2014,Evening,Alaska,Clear,Under Construction,6,Road Conditions
06-09-2022,Night,Indiana,Rainy,Fine,2,Road Conditions
12-01-2013,Night,South Carolina,Foggy,Fine,9,Drunk Driving
15-01-2006,Afternoon,California,Rainy,Rough,8,Poor Visibility
26-11-2010,Morning,Louisiana,Foggy,Rough,7,Distracted Driving
25-10-2007,Evening,New York,Foggy,Rough,2,Speeding
29-06-2009,Morning,Montana,Rainy,Fine,8,Drunk Driving
12-05-2007,Night,Pennsylvania,Rainy,Under Construction,9,Reckless Driving
27-12-2001,Afternoon,New Jersey,Clear,Rough,1,Road Conditions
28-02-2001,Evening,Louisiana,Clear,Rough,4,Speeding
29-06-2002,Evening,Vermont,Rainy,Rough,2,Reckless Driving
29-03-2015,Afternoon,Virginia,Clear,Rough,3,Drunk Driving
02-02-2007,Afternoon,Washington,Rainy,Under Construction,8,Drunk Driving
27-02-2020,Evening,Alaska,Rainy,Fine,6,Driver Fatigue
10-01-2005,Morning,Minnesota,Foggy,Rough,1,Reckless Driving
14-02-2013,Night,Alaska,Clear,Under Construction,8,Distracted Driving
10-04-2000,Afternoon,Georgia,Rainy,Fine,2,Driver Fatigue
13-02-2001,Night,Wisconsin,Rainy,Rough,3,Weather Conditions
13-06-2009,Evening,Iowa,Clear,Under Construction,3,Drunk Driving
15-01-2001,Night,North Carolina,Clear,Fine,6,Road Conditions
17-01-2021,Afternoon,Montana,Foggy,Fine,9,Poor Visibility
20-06-2009,Night,Colorado,Clear,Fine,2,Weather Conditions
20-04-2017,Night,Texas,Clear,Under Construction,6,Drunk Driving
04-11-2017,Morning,Alaska,Foggy,Under Construction,3,Reckless Driving
07-08-2020,Afternoon,Wisconsin,Rainy,Fine,10,Distracted Driving
22-12-2018,Evening,Nevada,Clear,Fine,10,Drunk Driving
16-02-2021,Night,Michigan,Clear,Fine,5,Driver Fatigue
